Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Miles per hour,Miss Dist.(Astronomical),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,class
25.8,0.0183888672,0.0411187571,38641.5783835946,0.4310155871,4,0.00186378,5.122,0.204840678003045,1.24078931759474,13.7442332087249,161.933518574421,504.830395501296,0.9866251925197,13.9202125620725,1.49495344266979,2457935.03337072,46.6849594470471,0.713110785737297,False
25,0.02658,0.0594346868,27107.8949147945,0.3598014121,6,0.0187898,6.384,0.326860711970322,0.930233744449396,8.33375355170627,20.4912708650555,327.707636118272,0.626176880439848,128.46312989278,1.23429060845894,2457939.71298557,66.7769767355413,1.09854016300699,False
19.1,0.4023045798,0.8995803882,24225.4621169794,0.4306559914,0,0.214004,4.862,0.14935796270144,1.32292378805863,21.2652315535571,122.436833193693,555.777121989752,1.12533458626492,297.729853694896,1.52051298985234,2457976.98464612,15.2318745471015,0.647741667939038,False
18.8,0.4619074603,1.0328564805,88593.1580123846,0.3009631412,0,0.102643,3.242,0.861093330570998,1.98273858428813,10.0226360409774,163.209923412356,1019.75680942201,0.275415613091837,199.371458696314,3.69006155548442,2457894.2264481,37.5172573806191,0.353025345527279,False
25.2,0.0242412481,0.0542050786,56395.1314325452,0.4959739922,6,0.0119773,6.89,0.441694355101388,0.837557008127906,19.7675921075523,243.614950945384,279.975476316904,0.467612805562203,41.6483224835708,1.20750121069361,2457925.36752734,96.6073547316492,1.28582690432685,False
20,0.2658,0.5943468684,6909.7928878136,0.2388244997,0,0.240288,3.788,0.377549360096731,1.95815425950041,5.66056115622866,112.164417027215,1000.84950652064,1.21885437185534,34.3069181516733,2.69745414714548,2457771.55338336,82.3508244282608,0.359694437230136,False
21,0.1677084622,0.3750075218,44781.0422842595,0.4780869949,1,0.0984179,6.469,0.452792293084196,0.907864592986423,8.27869574002769,114.379829288388,315.95850124477,0.49679050211815,7.39232656370337,1.3189386838547,2457968.75708586,36.167563286157,1.13939013693799,False
22.3,0.0921626549,0.2060819612,19072.527096547,0.4612592433,3,0.0259126,5.372,0.259732319532909,1.16651991571092,5.03504422559492,28.8520216092119,460.189455793967,0.86353699222199,271.614674402996,1.46950283919985,2457770.91260726,179.603118557667,0.782286502803265,False
22.7,0.0766575574,0.1714115092,17715.1833355297,0.1072710745,4,0.0525422,6.519,0.151415852407946,0.91373031635136,5.86041492289007,177.857302330491,319.025559179923,0.775377061630036,90.6412563445916,1.05208357107268,2458138.75597224,203.986951593741,1.12843623227369,False
26.1,0.0160160338,0.0358129403,10413.840065481,0.2554883015,5,0.018587,6.36,0.171432882636506,0.939138958853473,11.9477947670769,229.066321759446,332.4246440438,0.778139659940975,227.549974979706,1.10013825776597,2458042.50607822,314.509425128765,1.08295220119892,False
20.6,0.2016299194,0.4508582062,4841.485625508,0.4228501583,2,0.183818,3.753,0.407470352136872,1.97847130890162,4.06169556322702,142.259751083539,1016.46648087561,1.17230290797078,38.6604421772488,2.78463970983246,2457957.83503708,15.1105687601571,0.354168097790975,False
21.7,0.1214940408,0.2716689341,63570.3587869599,0.0485413736,1,0.0128745,6.152,0.868418907496108,0.906733742515988,4.03507427018386,342.784208232154,315.368340772234,0.119309016450396,322.390495783912,1.69415846858158,2453597.57543235,303.979298610683,1.14152231995919,True
23.9,0.04411182,0.0986370281,23602.6945780794,0.0197382264,3,0.0109543,4.767,0.398820007994256,1.35791927755497,3.85434206898566,341.218636234598,577.97540442229,0.816353900424943,237.173316341656,1.899484654685,2457913.29812013,54.3149007946593,0.622863874908025,False
23.9,0.04411182,0.0986370281,39290.9419279672,0.4340489593,1,0.0453154,6.298,0.3973810059712,0.940325840390895,11.6076647207195,195.370087214147,333.05501929346,0.566658211995647,315.241874319619,1.31399346878614,2458097.46735586,255.18774350847,1.08090249101695,False
21.3,0.1460679643,0.3266178974,43000.2988130454,0.1020481263,4,0.0140066,5.149,0.249424882723609,1.18399343738887,35.2402424959676,149.156559889337,470.5679773705,0.888676013122627,55.216509621023,1.47931086165511,2457816.15545083,141.029651175065,0.765032933204793,True
26.989,0.0106354281,0.0237815402,16025.4827943822,0.2115968709,7,0.0071428,5.874,0.317906125847402,1.03436766129103,4.0083147754906,322.714494471147,384.247303236346,0.705535845388161,249.017876486716,1.3631994771939,2457901.62354215,92.6370192437005,0.936896620920636,False
19.3,0.3669061375,0.8204270649,30368.8313859151,0.3507449112,0,0.00132059,5.308,0.190284255403882,1.18956055949551,5.88390331782979,251.591106336594,473.890782663659,0.96320591417408,211.446773978635,1.41591520481694,2457797.75148002,154.021706818727,0.759668710955933,True
22.6,0.0802703167,0.1794898848,25657.9096949124,0.0517703658,0,0.0341962,5.089,0.428252610682103,1.23493769405748,5.85041027803452,151.289241888537,501.263401798131,0.70607240254763,292.618451650223,1.76380298556734,2457751.68864294,178.692655839144,0.718185286834445,False
23.8,0.046190746,0.1032856481,26687.6542760905,0.0975441157,0,0.052677,7.48,0.386458785654261,0.762974433618059,20.8337679202567,352.922365178321,243.424005908795,0.468116260516776,351.178810785606,1.05783260671934,2455988.21887087,203.652258647551,1.47890097632722,False
28.6,0.0050647146,0.0113250461,22087.4708387709,0.1466999837,6,0.00220111,5.349,0.229959583978606,1.17618892142701,1.99054843156458,336.873504697482,465.922896885845,0.905713006375406,120.062344755171,1.4466648364786,2457796.5160968,157.61020899111,0.772660031104252,False
21.2,0.1529519353,0.3420109247,35653.2940507738,0.1729029027,6,0.0667857,4.469,0.437398953051165,1.44241490519732,24.5684218807744,151.731913719287,632.752295183897,0.811504135798615,97.0778195684764,2.07332567459602,2458075.09040706,317.562308746124,0.568943017259816,False
22.8,0.0732073989,0.1636967205,26262.1309208533,0.3331832833,6,0.0452308,6.708,0.513906570440738,0.865355364715251,6.81269289848036,64.1262750262719,294.028997023525,0.420643557021943,292.883188064574,1.31006717240856,2457885.99367027,140.198004684855,1.22436903721845,False
23.8,0.046190746,0.1032856481,26687.5858119049,0.0975437554,0,0.0515902,7.48,0.386445066877329,0.762953501158754,20.8334083676282,352.920923471113,243.413988348722,0.468113884379167,351.17797994981,1.05779311793834,2456231.63338532,203.032773206024,1.47896183963041,False
23.6,0.0506471459,0.1132504611,8585.2597000614,0.0864847003,0,0.0231683,5.694,0.175528100297145,1.08505391952708,1.49970798724319,143.972093446894,412.833951981386,0.894596466312521,2.12464714448126,1.27551137274164,2458019.67604101,343.278083764818,0.872021301233073,False
19.8,0.2914439045,0.6516883822,32771.9432048156,0.49345027,0,0.00864628,5.679,0.659670171031265,1.03906995844925,1.66028061253024,211.16614585455,386.870495679654,0.353626501245583,111.270487771045,1.72451341565291,2458022.99131109,339.070846494879,0.930543952098369,True
21.7,0.1214940408,0.2716689341,16810.0246856022,0.4991803786,0,0.072723,4.988,0.180694935438484,1.29871285388424,2.8838482675007,42.7745945849694,540.5901587784,1.06404201859849,283.678905883017,1.53338368916998,2458116.95525142,282.447921347354,0.665938870980394,False
20.1,0.2538370294,0.5675968529,32172.9327128167,0.4209661835,0,0.286119,5.55,0.608529112903492,1.0677295653982,19.7660942145188,228.348309578269,402.986344143219,0.417985040145603,179.905593092836,1.7174740906508,2458175.96195684,203.254479012477,0.893330519090886,False
19.9,0.2783267681,0.6223575734,36994.4097846316,0.3724623296,0,0.00632801,5.118,0.200158668314073,1.22505425608276,23.766740963592,157.14135061754,495.257900293738,0.979849027572747,9.6180260171084,1.47025948459277,2458225.3960864,196.524382438009,0.726894007720995,True
27.4,0.0088014652,0.0196806745,16416.9241284594,0.071064889,7,0.00184403,5.435,0.221635471193458,1.14962248448415,7.43078591453331,330.783199819839,450.22675606741,0.894825363440914,290.483642842627,1.40441960552739,2457820.16343595,144.196590234732,0.799597081134154,False
23.9,0.04411182,0.0986370281,23710.23116115,0.3935150166,5,0.110326,4.698,0.225484982477186,1.40832575571562,8.11396231201178,158.226055787611,610.454233045997,1.09076944736591,28.4122281973256,1.72588206406532,2457721.45141572,164.561870327472,0.589724799193709,False
26.9,0.0110803882,0.0247765013,51056.411807775,0.4729642584,7,0.00602602,6.938,0.299733270380351,0.841631580524263,10.2769400280011,171.177258057229,282.021008690968,0.589366594438342,218.220492107124,1.09389656661019,2457932.07860781,87.3399513801906,1.27650064678153,False
21.424,0.1379605689,0.3084892103,45575.0979222036,0.2243809656,6,0.0890355,4.955,0.147884621008685,1.23591213294317,39.4070151014063,356.543905482479,501.856808527627,1.05313973556283,218.601812038164,1.4186845303235,2457874.56384021,90.3385522604331,0.717336088467518,False
17.3,0.9216265485,2.0608196123,51360.0067747285,0.086732912,0,0.0591071,3.12,0.776643888773454,2.26319603381811,9.06450717374058,352.691410764323,1243.60278773399,0.505498665056956,299.739334196395,4.02089340257927,2458582.73296167,191.454329091335,0.289481499680432,False
26.5,0.0133215567,0.0297879063,16813.5742690112,0.2360511039,1,0.00576149,6.132,0.013948497514238,0.988667858326567,4.32090819981325,264.405602216797,359.065806818628,0.974877427162292,87.816443038959,1.00245828949084,2457942.4071178,58.2440243419709,1.00260173250594,False
18.8,0.4619074603,1.0328564805,48171.0475765955,0.4674758318,1,0.264451,3.214,0.444599779749742,2.25057462919557,40.074906324106,190.802322714037,1233.21430837665,1.24996964474486,16.1745500290016,3.25117961364628,2458488.26358553,217.612022828001,0.291920064140261,False
28.15,0.0062309602,0.0139328506,30404.4658586165,0.3228583667,4,4.42295E-05,5.916,0.145894028331057,1.03321040763144,3.17431958076929,10.4441103287747,383.602638070888,0.882471179148518,85.7315323595424,1.18394963611437,2458145.01205237,224.379611369692,0.938471126816062,False
20.8,0.1838886721,0.411187571,18315.4820894296,0.3826167269,2,0.0497576,5.797,0.296206128798872,1.05207940264093,7.90647349638984,128.840540796347,394.158779169758,0.740447035595629,242.293197578416,1.36371176968623,2457881.08568177,109.065576703302,0.913337515298507,True
25.6,0.0201629919,0.0450858206,31520.6123501468,0.2689702852,7,0.024568,6.797,0.198610406795822,0.863323089035634,15.2906013411329,18.6394879034044,292.993820551631,0.691858139126041,344.800531444118,1.03478803894523,2458132.94505947,197.265436793637,1.22869485548267,False
25.4,0.022108281,0.0494356193,25052.163908805,0.2328691339,5,0.0053862,6.79,0.177454625327355,0.869336431854337,1.86779849136472,150.005089686912,296.060349355338,0.715068661056206,204.978687057111,1.02360420265247,2457906.71391132,114.040910907057,1.21596830100312,False
19.4,0.3503926411,0.7835017643,20814.0536878035,0.0362417486,1,0.0215286,5.768,0.129043859581536,1.06119712069201,15.0897204217253,215.443635517316,399.293758192414,0.924256148461097,61.1730135925787,1.19813809292292,2457865.40562799,301.481614478695,0.901591854652837,True
21,0.1677084622,0.3750075218,58279.9253141594,0.4006429748,1,0.175606,4.38,0.545844028299236,1.48715222472936,10.4249532879634,114.72927308204,662.417145035928,0.675399063688915,354.169234042591,2.29890538576981,2457734.9226792,144.331764664412,0.543464194273647,False
20.9,0.1756123185,0.3926810818,43101.9594500927,0.4392369614,0,0.0337336,5.148,0.523263108804333,1.18214876470151,23.2772054035402,65.7720824552573,469.468681958391,0.563573927014594,110.154953144141,1.80072360238842,2457785.99268891,164.489421680861,0.766824314027206,True
19.4,0.3503926411,0.7835017643,20814.0536909058,0.0362417486,1,0.020437,5.768,0.129015347215278,1.06119106645937,15.0900047631558,215.442831299369,399.290341182781,0.924281132558361,61.1891386957511,1.19810100036037,2457865.41695575,121.790814642756,0.901599570211503,True
18.9,0.4411182,0.9863702813,32082.8068884513,0.2269234082,0,0.00433054,3.539,0.532484748260494,2.10401812174821,8.16852452420912,299.021681567557,1114.73757650141,0.983660561853597,332.952029457655,3.22437568164282,2457678.05352411,104.132787631854,0.322945962878416,True
24,0.0421264611,0.0941976306,24255.9036317897,0.3079150576,3,0.0666464,6.379,0.247374752858408,0.935217007381201,7.02845026992195,204.199348280267,330.344454730004,0.703867931311297,23.6524719416279,1.16656608345111,2458103.63707368,247.60414775645,1.08977158491803,False
21.494,0.1335841639,0.2987032712,35071.6774091046,0.1947745932,5,0.0739088,6.696,0.383885057910244,0.874062218016032,10.8683759590036,100.30275725199,298.477740762475,0.538522792835791,257.16898566608,1.20960164319627,2457968.78232091,38.2553300025332,1.20612009150285,False
17.4,0.8801465209,1.9680674509,82547.8447448572,0.3090826956,0,0.0508661,3.58,0.56397804445987,1.72359050773543,53.8282728237617,38.9872703801935,826.512768737267,0.751523303733208,114.969950053707,2.69565771173765,2458079.94326586,325.397297186163,0.435564958724113,False
22.1,0.1010543415,0.2259643771,35336.4995957489,0.1834604628,0,0.0549144,5.293,0.153836990772677,1.15781714942884,31.0424516089619,49.3199967658511,455.04924050865,0.979702043295711,246.833290251755,1.33593225556198,2458117.76361054,267.230040102893,0.791123175148243,False
21.6,0.1272198785,0.2844722965,45385.478258723,0.2034854101,0,0.0812573,5.01,0.476510032939035,1.25346871404695,5.80092536793395,191.258779661773,512.588283251968,0.656178295828387,147.937511284255,1.85075913226551,2458112.46002854,281.368451853231,0.702318043081446,False
20.5,0.2111324448,0.4721064988,44413.3153503811,0.1496882423,1,0.117551,6.468,0.526542700061064,0.896338940557524,20.1302145815491,38.7816057950824,309.960835853707,0.424378214626492,334.98067422639,1.36829966648856,2457976.50613384,27.8673652277349,1.16143705384093,False
21,0.1677084622,0.3750075218,55292.265082575,0.3425756907,2,0.00215466,4.092,0.533246260435289,1.65369661265653,7.50227513578671,74.4912420849893,776.751645750183,0.771869078062932,250.742243315576,2.53552414725014,2457669.89293506,153.225994471853,0.46346860282776,True
22.2,0.096506147,0.2157943048,25493.0596271651,0.2338387796,1,0.0499383,5.512,0.498869693215726,1.10032726678894,10.787732082772,16.9804047632284,421.581203821739,0.551407340769043,125.979500992114,1.64924719280883,2457807.13533605,165.119503411849,0.853928013717192,False
20.6,0.2016299194,0.4508582062,34572.2287530241,0.1096739132,7,0.0947896,4.044,0.490849798959416,1.66165055310195,22.1301664250267,72.2175789214407,782.3624022976,0.846029713171055,100.31537152057,2.47727139303284,2457629.30544127,170.803250194103,0.460144811333944,False
24.4,0.0350392641,0.0783501764,32849.2711372645,0.3870564736,0,0.021176,5.17,0.18968293174246,1.23360801217382,5.56507111289487,215.903287816958,500.454039405288,0.999613627803702,323.560240384488,1.46760239654394,2457831.34811798,121.67886105999,0.719346776434863,False
18.8,0.4619074603,1.0328564805,43700.4604841752,0.346919794,2,0.0613713,3.232,0.591282535960133,2.26958754510229,28.1773224081039,95.203000551295,1248.87460932011,0.927620065850674,158.521533093483,3.6115550243539,2458591.87460831,189.530637100273,0.288259523665057,False
25.8,0.0183888672,0.0411187571,10790.578851777,0.4017865719,6,0.00120536,4.769,0.350066433319288,1.36593609139459,0.654497156774135,214.130232315394,583.101283444941,0.887767715737998,119.646571876547,1.84410446705118,2458076.20014304,313.263605706976,0.617388454151796,False
24.3,0.0366906138,0.0820427065,25742.801137123,0.0258608669,7,0.0222117,5.054,0.202625295607249,1.25365541909638,20.0036955332363,256.445328272015,512.70281309625,0.999633119212342,38.5665634361532,1.50767771898041,2458106.35488749,285.672809813962,0.702161156140208,False
19.6,0.3195618867,0.7145621017,41008.4926341203,0.355113415,0,0.0142281,5.208,0.234803202424059,1.18705703158683,27.4281929110759,91.3017276853694,472.395556943907,0.908332239110243,58.2930682841533,1.46578182406341,2457814.67150438,349.200276121189,0.762073213238851,True
26.2,0.0152951935,0.0342010925,17730.478195275,0.1628003234,6,0.00634687,5.537,0.119756632920036,1.12660194975711,6.50732687076859,242.582895641975,436.771381718326,0.991683893613046,318.516336615904,1.26152000590116,2458071.88929443,301.15881426521,0.82422982610194,False
20.8,0.1838886721,0.411187571,43993.7363247949,0.3665254682,1,0.113249,6.447,0.299153917873014,0.912717016736762,21.0333489789841,87.5739283215994,318.495021618612,0.63967414527059,23.6169219970226,1.18575988820293,2458072.70600208,278.384404831394,1.13031594079699,False
19.6,0.3195618867,0.7145621017,41008.433556125,0.3551124243,0,0.014981,5.208,0.234770561244214,1.18707590311588,27.4293475697082,91.2962283376823,472.406822024275,0.908385427101882,58.3031125224962,1.46576637912988,2457814.66831711,141.613970674025,0.762055040732458,True
20.616,0.2001497153,0.447548369,39104.0450737975,0.3236887064,5,0.317486,5.612,0.40547893912238,1.06261344059497,29.9795517630908,280.317492469328,400.093397116724,0.631746070005342,202.132189315603,1.49348081118461,2458183.94181824,194.94090369054,0.899789905542913,False
17.5,0.8405334021,1.8794898244,36071.1147004339,0.3009671033,0,0.0636542,3.367,0.548401882296525,2.30671852942872,3.24614324115358,213.286301782674,1279.64744308968,1.04170974596174,98.0395632854609,3.57172731289571,2457601.27516872,112.312918715167,0.281327487460755,False
22,0.1058168859,0.2366137501,30142.7531898207,0.0656199111,7,0.0589302,5.364,0.30977234666475,1.15023129793606,20.0186281956633,268.096334033739,450.584447912949,0.793921449567169,70.135953631271,1.50654114630496,2458052.23419338,318.666328358358,0.798962329187071,False
23,0.0667659413,0.1492931834,9689.6225864143,0.0942749026,5,0.0949569,4.633,0.231820930706473,1.43838766634434,7.09666149780714,253.429518300764,630.104168308888,1.10493929881569,18.9283631016571,1.771836033873,2458088.20884745,309.888944289427,0.571334103321662,False
21.5,0.1332155667,0.2978790628,37889.2809634901,0.30841203,4,0.0738937,3.5,0.526147418791492,2.16197805570567,4.44091130235128,237.856775267039,1161.11530358446,1.02445888221228,78.2419043467763,3.29949722919905,2458038.02990339,348.363976273232,0.310046727391026,False
16.5,1.332155667,2.978790628,29335.9190257418,0.046096606,0,0.0436453,7.557,0.339979715986646,0.753184433640668,24.9272962782371,272.69281895157,238.753875806003,0.497117003805951,156.623937349032,1.00925186347538,2458103.87611385,204.126505344682,1.50782892543497,True
20.2,0.2424124811,0.5420507863,24752.5934475897,0.4891910301,0,0.0270542,5.556,0.461492035167489,1.08714222884905,18.2835214315469,246.750955268562,414.026343884022,0.58543474914098,256.042144434708,1.58884970855711,2458057.79866741,310.178242103194,0.869509888242386,True
27.1,0.0101054342,0.0225964377,28077.9628930093,0.1217900305,1,0.00108035,6.997,0.388447278836999,0.830728067890893,5.0596640770013,166.154480617129,276.5583358675,0.508034010465158,319.796198909085,1.15342212531663,2458016.80254491,338.778740660318,1.30171451484463,False
27.2,0.0096506147,0.0215794305,28020.6055694341,0.373472573,7,0.00396247,6.385,0.360124156968802,0.929745406814184,0.495221710060206,323.492606456549,327.449618762162,0.594921625989609,264.26581609944,1.26456918763876,2458072.03320699,281.355979543298,1.09940576923218,False
21.571,0.1289302951,0.2882969041,28711.3443571006,0.3169188022,5,0.119136,4.491,0.294842973658921,1.498548586522,6.8013033255785,56.1667320870945,670.046077944144,1.05671206509948,259.307284815032,1.94038510794452,2457965.06367336,19.0391049373408,0.537276482692896,False
18.7,0.4836764882,1.0815335068,54498.6138735161,0.4537824533,0,0.00197078,4.054,0.492126625285924,1.69497856339239,7.83911684920814,326.902468577604,806.018002383077,0.860834483058107,233.05573942036,2.52912264372666,2457919.65161829,36.1101331846324,0.446640148155031,True
20.6,0.2016299194,0.4508582062,20027.3438671387,0.1383051498,0,0.0355235,6.454,0.412094837075094,0.913852028065358,5.20849932163148,205.242572954568,319.08930409448,0.53725832544902,211.13010769699,1.2904457306817,2456372.82623736,330.298454608454,1.12821080299641,True
18.1,0.6376097899,1.4257388333,34883.6451009315,0.3871723975,0,0.243876,3.776,0.392904404842627,1.90717825097135,19.8015151218068,90.671469731107,962.022778164792,1.15783951534465,235.8207925628,2.65651698659805,2457630.10940908,138.604423676472,0.374211513667853,False
19.5,0.3346223745,0.7482383761,70703.3431569976,0.4129162592,0,0.00803028,3.594,0.537495150713184,1.85446205545162,38.5009155290415,124.794281285942,922.412870795681,0.857697693464769,237.716054600699,2.85122641743847,2458244.06789618,264.940135377195,0.390280764067679,True
18.7,0.4836764882,1.0815335068,71986.5865257187,0.2381173175,0,0.22291,5.289,0.790756960368756,1.06450765784871,43.561154483621,276.454132166848,401.163684903155,0.222740818039001,160.10543676,1.90627449765843,2457979.53685473,18.812102343521,0.897389304036599,False
18.7,0.4836764882,1.0815335068,71986.5868313461,0.2381172941,0,0.22291,5.289,0.790756968913718,1.06450765802858,43.5611550422087,276.454131499923,401.163685004828,0.222740808980458,160.105435575449,1.90627450707669,2457979.53685409,18.8121029128578,0.897389303809161,False
20.1,0.2538370294,0.5675968529,41421.8527561747,0.32111022,0,0.14088,4.574,0.247696642667978,1.37645109644635,37.2240710882924,106.130316119464,589.847313835988,1.03550878105993,244.06326872603,1.71739341183276,2457658.84427523,324.390887964889,0.61032743822938,False
20.1,0.2538370294,0.5675968529,69631.4676556156,0.4797684445,1,0.00799405,3.918,0.607312702227719,1.73386919363144,0.920945053774763,317.392857802347,833.917182618952,0.680868408337734,228.727684830912,2.78686997892515,2458218.50629277,265.88721874094,0.431697544436493,True
20.2,0.2424124811,0.5420507863,41421.8392520459,0.3211118286,0,0.141147,4.574,0.247647176142756,1.37650161152748,37.2227920657999,106.124859032674,589.879784795218,1.03561487447675,244.060825391465,1.71738834857821,2458248.69691519,208.526951131309,0.610293841693485,False
19.7,0.3051792326,0.6824015094,58937.5439719868,0.3719103572,1,0.200346,3.568,0.436416167600886,1.89556158485653,40.7558999569074,296.318295687721,953.246622184949,1.06830786254198,56.5605408021147,2.72281530717107,2457581.92920427,158.076077016007,0.377656727673306,False
16.7,1.214940408,2.7166893409,45390.7257320525,0.4068983202,0,0.256265,3.427,0.707411422929393,2.01644915065088,15.9512804436407,168.529986540123,1045.87393319646,0.589989987724176,167.100528920297,3.44290831357759,2458304.36921199,255.405255984654,0.344209745145619,False
17.9,0.6991252322,1.5632915441,34319.0111688631,0.4432989827,0,0.0451383,5.169,0.278078799919019,1.18956973508182,30.1225406141259,292.47575698467,473.896265655836,0.858775610730278,84.2046886005298,1.52036385943335,2458067.79332112,308.879960955237,0.759659921569096,True
23.7,0.0483676488,0.1081533507,21990.4034498439,0.3266999354,6,0.0752783,6.424,0.222717159391895,0.925365007447522,13.0828455843897,359.715169887141,325.138229047297,0.719270341588151,330.565024655643,1.1314596733069,2458031.55895119,325.610865072742,1.10722138413208,False
20.3,0.2315021222,0.5176544822,34479.7381433718,0.4815542488,2,0.0449381,7.609,0.271073410875235,0.75215313613615,19.1976308267857,358.658780094991,238.263673221287,0.548264420023219,347.462345999179,0.956041852249081,2458042.55609006,296.456144508039,1.51093112572663,True
20.7,0.1925550782,0.4305662442,32880.8821378386,0.29796017,0,0.143015,4.911,0.249441069304206,1.31003473606265,14.9755113024751,119.311363753602,547.674655583112,0.983258270673526,267.378524483269,1.63681120145177,2458217.78453441,217.173539820518,0.657324556340308,False
17.5,0.8405334021,1.8794898244,47547.2123548732,0.305244776,0,0.0197173,3.356,0.574960298293838,2.23748660566077,16.1428485424045,116.819131616053,1222.47248546515,0.951020639441587,139.327694377184,3.52395257187996,2458453.14480869,226.702823117702,0.29448515551908,True
20.3,0.2315021222,0.5176544822,44399.4107366722,0.4835802625,0,0.122189,4.593,0.256806994342822,1.36754650469295,37.3606936052482,118.961795367209,584.132785711376,1.01635099719872,305.888406883491,1.71874201218718,2458225.75356166,221.176629387204,0.616298226714976,False
24.1,0.040230458,0.0899580388,21272.6499390487,0.0391035086,6,0.00335624,6.997,0.407319307908016,0.830129386651669,1.91425666204,243.051912535672,276.259428572244,0.492001659406605,213.634668913314,1.16825711389673,2458037.14251654,312.250295950208,1.30312294447484,False
22,0.1058168859,0.2366137501,35926.9991608739,0.49007135,1,0.013789,6.449,0.514665143164374,0.906144456759214,8.80530998697439,211.115735468061,315.06095416351,0.43978349019363,44.6338158622501,1.3725054233248,2458106.75474309,238.589501470589,1.14263603674979,True
27.8,0.0073207399,0.016369672,45821.6757228008,0.4468810567,6,0.00229906,4.988,0.296916944550101,1.28821573178564,3.64895236873519,177.723795265662,534.049268578178,0.905722652782472,54.5703691896571,1.6707088107888,2458044.55501983,330.302726599383,0.674095109161826,False
25.8,0.0183888672,0.0411187571,43697.6809839008,0.3657815359,6,0.0041285,4.906,0.314229057273107,1.27714625028094,27.7952131520651,334.352603952119,527.180546294861,0.875829788055277,239.456828089199,1.6784627125066,2457812.92791796,128.088849270968,0.682878005514729,False
20.5,0.2111324448,0.4721064988,29530.7940954392,0.4471106486,1,0.154706,6.085,0.540517802352671,0.968377581781579,11.2241954769223,128.283697469695,348.069137540553,0.444952259429406,358.516659745722,1.49180290413375,2458091.37478016,266.010279771211,1.03427727762292,False
